scenario,mois,date_calendrier,annee,equipes,independants,organisateurs,organisateurs_solo,organisateurs_pro,clubs_tri,coachs_tri,athletes_tri,coachs_running,clubs_running,clients_multisport,clients_total_endurance,mrr_multisport,part_mrr_multisport_pct,arpu_equipe,mrr_equipes,mrr_independants,mrr_abonnements,mrr_marketplace,gmv_marketplace_mois,missions_vacataires_mois,commission_missions_pct,part_mrr_international_pct,mrr_enterprise,mrr_total,arr,marge_brute_pct,marge_brute_eur,cogs_variables,couts_infra_outils,couts_rh_equipe,effectif_etp,salaire_fondateur_net,dividendes_fondateur_net,remuneration_totale_net,remuneration_lissee_annuelle,mode_remuneration,cout_total_mensuel,resultat_net,tresorerie,multiple_valorisation,valorisation_eur,vs_ippogee,objectif_15k,objectif_100M
Accéléré (objectif 15K),1,déc. 2027,Y1,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,74.0,371.0,123.0,494.0,0.0,0.0,0.0,0.0,0.0,0,494.0,5926.0,83.7,413.0,80.0,1500.0,0.0,1,0,0.0,0.0,0.0,salaire,1500.0,-1087.0,38913.0,5.9,34966.0,En cours,,
Accéléré (objectif 15K),2,jan. 2028,Y1,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,74.0,739.0,243.0,982.0,0.0,0.0,0.0,0.0,0.0,0,982.0,11784.0,83.7,822.0,160.0,1500.0,0.0,1,0,0.0,0.0,0.0,salaire,1500.0,-678.0,38236.0,5.9,69525.0,En cours,,
Accéléré (objectif 15K),3,fév. 2028,Y1,14.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,74.0,1103.0,361.0,1464.0,0.0,0.0,0.0,0.0,0.0,0,1464.0,17573.0,83.7,1226.0,238.0,1500.0,250.0,2,0,0.0,0.0,0.0,salaire,1750.0,-524.0,37712.0,5.9,103681.0,En cours,,
Accéléré (objectif 15K),4,mars 2028,Y1,19.7,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,74.0,1464.0,477.0,1941.0,0.0,0.0,0.0,0.0,0.0,0,1941.0,23295.0,83.7,1625.0,316.0,1500.0,250.0,2,0,0.0,0.0,0.0,salaire,1750.0,-125.0,37587.0,6.5,151417.0,En cours,,
Accéléré (objectif 15K),5,avr. 2028,Y1,24.6,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,74.0,1822.0,590.0,2413.0,0.0,0.0,0.0,0.0,0.0,0,2413.0,28951.0,83.7,2020.0,393.0,1500.0,250.0,2,0,0.0,0.0,0.0,salaire,1750.0,270.0,37857.0,6.5,188178.0,En cours,,
Accéléré (objectif 15K),6,mai 2028,Y1,29.4,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,74.0,2177.0,701.0,2878.0,0.0,0.0,0.0,0.0,0.0,0,2878.0,34541.0,83.7,2410.0,469.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,-640.0,37216.0,6.5,224515.0,En cours,,
Accéléré (objectif 15K),7,juin 2028,Y1,37.1,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,74.0,2752.0,1015.0,3766.0,0.0,0.0,0.0,0.0,0.0,0,3766.0,45197.0,83.7,3154.0,612.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,104.0,37320.0,6.5,293778.0,En cours,,
Accéléré (objectif 15K),8,juil. 2028,Y1,44.8,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,74.0,3321.0,1322.0,4643.0,0.0,0.0,0.0,0.0,0.0,0,4643.0,55715.0,83.8,3889.0,754.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,839.0,38159.0,6.5,362149.0,En cours,,
Accéléré (objectif 15K),9,août 2028,Y1,52.4,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,74.0,3885.0,1623.0,5508.0,0.0,0.0,0.0,0.0,0.0,0,5508.0,66099.0,83.8,4614.0,894.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,1564.0,39723.0,6.5,429641.0,En cours,,
Accéléré (objectif 15K),10,sept. 2028,Y1,59.9,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,74.0,4445.0,1918.0,6362.0,0.0,0.0,0.0,0.0,0.0,0,6362.0,76349.0,83.8,5330.0,1033.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,2280.0,42002.0,6.5,496267.0,En cours,,
Accéléré (objectif 15K),11,oct. 2028,Y1,67.4,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,74.0,4999.0,2206.0,7206.0,0.0,0.0,0.0,0.0,0.0,0,7206.0,86468.0,83.8,6036.0,1169.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,2986.0,44989.0,6.5,562040.0,En cours,,
Accéléré (objectif 15K),12,nov. 2028,Y1,74.8,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,74.0,5549.0,2489.0,8038.0,0.0,0.0,0.0,0.0,0.0,0,8038.0,96458.0,83.8,6734.0,1304.0,1500.0,1550.0,4,0,0.0,0.0,0.0,salaire,3050.0,3684.0,48672.0,6.5,626974.0,En cours,,
Accéléré (objectif 15K),13,déc. 2028,Y2,82.2,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,75.0,6161.0,2766.0,8927.0,0.0,0.0,0.0,0.0,0.0,0,8927.0,107121.0,83.8,7479.0,1448.0,2500.0,1550.0,4,1837.0,0.0,1837.0,1696.0,salaire,7479.0,0.0,48672.0,8.5,910529.0,En cours,,
Accéléré (objectif 15K),14,jan. 2029,Y2,89.4,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,76.0,6779.0,3037.0,9817.0,0.0,0.0,0.0,0.0,0.0,0,9817.0,117801.0,83.8,8226.0,1591.0,2500.0,1550.0,4,2000,0.0,2000.0,3289.0,salaire,7783.0,442.0,49115.0,8.5,1001312.0,En cours,,
Accéléré (objectif 15K),15,fév. 2029,Y2,96.7,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,77.0,7405.0,3303.0,10708.0,0.0,0.0,0.0,0.0,0.0,0,10708.0,128498.0,83.8,8974.0,1734.0,2500.0,1550.0,4,2000,0.0,2000.0,4670.0,salaire,7783.0,1190.0,50305.0,8.5,1092236.0,En cours,,
Accéléré (objectif 15K),16,mars 2029,Y2,103.8,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,77.0,8037.0,3564.0,11601.0,0.0,0.0,0.0,0.0,0.0,0,11601.0,139212.0,83.8,9723.0,1878.0,2500.0,1550.0,4,2000,0.0,2000.0,5878.0,salaire,7783.0,1940.0,52245.0,8.5,1183303.0,En cours,,
Accéléré (objectif 15K),17,avr. 2029,Y2,110.9,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,78.0,8677.0,3819.0,12495.0,0.0,0.0,0.0,0.0,0.0,0,12495.0,149943.0,83.8,10473.0,2022.0,2500.0,1550.0,4,2000,0.0,2000.0,6944.0,salaire,7783.0,2690.0,54935.0,8.5,1274512.0,En cours,,
Accéléré (objectif 15K),18,mai 2029,Y2,117.9,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,79.0,9323.0,4068.0,13391.0,0.0,0.0,0.0,0.0,0.0,0,13391.0,160690.0,83.8,11225.0,2166.0,2500.0,4050.0,5,2000,0.0,2000.0,7891.0,salaire,10283.0,942.0,55877.0,8.8,1414071.0,En cours,,
Accéléré (objectif 15K),19,juin 2029,Y2,128.9,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,80.0,10294.0,4641.0,14935.0,0.0,0.0,0.0,0.0,0.0,0,14935.0,179223.0,83.8,12522.0,2413.0,2500.0,4050.0,5,2000,0.0,2000.0,8739.0,salaire,10283.0,2239.0,58115.0,8.8,1577166.0,En cours,,
Accéléré (objectif 15K),20,juil. 2029,Y2,139.8,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,0.0,0.0,81.0,11276.0,5202.0,16478.0,0.0,0.0,0.0,0.0,0.0,0,16478.0,197737.0,83.9,13817.0,2661.0,2500.0,4050.0,5,2000,0.0,2000.0,9502.0,salaire,10283.0,3534.0,61649.0,8.8,1740086.0,En cours,,
Accéléré (objectif 15K),21,août 2029,Y2,150.6,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,81.0,12268.0,5751.0,18019.0,0.0,0.0,0.0,0.0,0.0,0,18019.0,216232.0,83.9,15112.0,2908.0,2500.0,4050.0,5,2000,0.0,2000.0,10193.0,salaire,10283.0,4828.0,66477.0,8.8,1902841.0,En cours,,
Accéléré (objectif 15K),22,sept. 2029,Y2,161.2,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,0.0,0.0,82.0,13270.0,6289.0,19559.0,0.0,0.0,0.0,0.0,0.0,0,19559.0,234709.0,83.9,16405.0,3154.0,2500.0,4050.0,5,2000,0.0,2000.0,10820.0,salaire,10283.0,6122.0,72599.0,8.8,2065437.0,En cours,,
Accéléré (objectif 15K),23,oct. 2029,Y2,171.8,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,83.0,14281.0,6816.0,21097.0,0.0,0.0,0.0,0.0,0.0,0,21097.0,253168.0,83.9,17697.0,3400.0,2500.0,4050.0,5,2000,0.0,2000.0,11393.0,salaire,10283.0,7414.0,80013.0,8.8,2227882.0,En cours,,
Accéléré (objectif 15K),24,nov. 2029,Y2,182.3,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0,0.0,84.0,15302.0,7333.0,22634.0,0.0,0.0,0.0,0.0,0.0,0,22634.0,271612.0,83.9,18988.0,3646.0,2500.0,5550.0,6,2000,0.0,2000.0,11919.0,salaire,11783.0,7205.0,87218.0,10.2,2770439.0,En cours,,
Accéléré (objectif 15K),25,déc. 2029,Y3,192.9,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,85.0,16413.0,7851.0,24264.0,0.0,0.0,0.0,0.0,0.9,0,24264.0,291168.0,83.9,20359.0,3905.0,4013.0,5550.0,6,5783.0,0.0,5783.0,14218.0,salaire,20359.0,0.0,87218.0,8.7,2533165.0,En cours,,
Accéléré (objectif 15K),26,jan. 2030,Y3,203.6,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,86.0,17557.0,8371.0,25927.0,0.0,0.0,0.0,0.0,1.8,0,25927.0,311125.0,83.9,21757.0,4170.0,4027.0,5550.0,6,6525.0,0.0,6525.0,16683.0,salaire,21757.0,0.0,87218.0,8.7,2706788.0,En cours,,
Accéléré (objectif 15K),27,fév. 2030,Y3,214.3,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,0.0,0.0,87.0,18732.0,8892.0,27624.0,0.0,0.0,0.0,0.0,2.8,0,27624.0,331484.0,83.9,23184.0,4439.0,4040.0,5550.0,6,7000,0.0,7000.0,19176.0,salaire,22657.0,528.0,87745.0,8.7,2883912.0,En cours,,
Accéléré (objectif 15K),28,mars 2030,Y3,225.1,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0,0.0,0.0,89.0,19939.0,9415.0,29354.0,0.0,0.0,0.0,0.0,3.7,0,29354.0,352248.0,83.9,24640.0,4714.0,4053.0,5550.0,6,7000,0.0,7000.0,21491.0,salaire,22670.0,1970.0,89715.0,8.7,3064556.0,En cours,,
Accéléré (objectif 15K),29,avr. 2030,Y3,236.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,0.0,0.0,90.0,21179.0,9939.0,31118.0,0.0,0.0,0.0,0.0,4.6,0,31118.0,373418.0,84.0,26124.0,4994.0,4067.0,5550.0,6,7000,0.0,7000.0,23646.0,salaire,22683.0,3441.0,93156.0,8.7,3248739.0,En cours,,
Accéléré (objectif 15K),30,mai 2030,Y3,247.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.0,0.0,0.0,91.0,22451.0,10466.0,32916.0,0,0.0,0.0,11.5,5.5,0,32916.0,394998.0,84.0,27638.0,5279.0,4080.0,8350.0,7,7000,0.0,7000.0,25658.0,salaire,25497.0,2141.0,95297.0,10.1,3989477.0,En cours,,
Accéléré (objectif 15K),31,juin 2030,Y3,258.1,1341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.0,0.0,0.0,92.0,23756.0,10993.0,34749.0,112.0,1112.0,1.3,11.5,6.4,0,34861.0,418327.0,84.0,29285.0,5576.0,4093.0,8350.0,7,7000,0.0,7000.0,27540.0,salaire,25510.0,3775.0,99072.0,10.1,4225106.0,En cours,,
Accéléré (objectif 15K),32,juil. 2030,Y3,269.2,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,0.0,93.0,25094.0,11522.0,36616.0,239.0,2383.0,2.9,11.5,7.3,0,36855.0,442262.0,84.0,30976.0,5879.0,4107.0,8350.0,7,7000,0.0,7000.0,29305.0,salaire,25523.0,5453.0,104525.0,10.1,4466849.0,En cours,,
Accéléré (objectif 15K),33,août 2030,Y3,280.5,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,94.0,26465.0,12053.0,38518.0,384.0,3823.0,4.6,11.5,8.2,0,38901.0,466816.0,84.1,32713.0,6188.0,4120.0,8350.0,7,7000,0.0,7000.0,30962.0,salaire,25537.0,7176.0,111702.0,10.1,4714838.0,En cours,,
Accéléré (objectif 15K),34,sept. 2030,Y3,291.8,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0,0.0,0.0,96.0,27869.0,12585.0,40454.0,546.0,5441.0,6.6,11.5,9.2,0,41000.0,492000.0,84.1,34496.0,6504.0,4133.0,8350.0,7,7000,0.0,7000.0,32522.0,salaire,25550.0,8946.0,120648.0,10.1,4969203.0,En cours,,
Accéléré (objectif 15K),35,oct. 2030,Y3,303.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0,0.0,0.0,97.0,29307.0,13118.0,42425.0,727.0,7245.0,8.8,11.5,10.1,0,43152.0,517829.0,84.2,36326.0,6826.0,4147.0,8350.0,7,7000,0.0,7000.0,33993.0,salaire,25563.0,10763.0,131411.0,12.1,6265734.0,En cours,,
Accéléré (objectif 15K),36,nov. 2030,Y3,314.6,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,0.0,0.0,98.0,30779.0,13653.0,44432.0,928.0,9246.0,11.2,11.5,11.0,0,45360.0,544316.0,84.2,38205.0,7155.0,4160.0,13850.0,8,7000,0.0,7000.0,35382.0,salaire,31077.0,7128.0,138539.0,13.6,7402695.0,En cours,,
Accéléré (objectif 15K),37,déc. 2030,Y4,329.7,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.0,0.0,0.0,99.0,32482.0,14597.0,47079.0,1146.0,11428.0,13.9,11.5,11.9,0,48225.0,578703.0,84.3,40638.0,7587.0,8347.0,13850.0,8,9879.0,0.0,9879.0,37630.0,salaire,40638.0,-0.0,138539.0,12.1,7002309.0,En cours,,
Accéléré (objectif 15K),38,jan. 2031,Y4,344.9,1895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,0.0,0.0,99.0,34215.0,15540.0,49755.0,1384.0,13811.0,16.7,11.5,12.8,0,51139.0,613669.0,84.3,43113.0,8026.0,8373.0,13850.0,8,11191.0,0.0,11191.0,40173.0,salaire,43113.0,0.0,138539.0,12.1,7425392.0,En cours,,
Accéléré (objectif 15K),39,fév. 2031,Y4,360.1,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,0.0,0.0,100.0,35977.0,16483.0,52460.0,1642.0,16399.0,19.9,11.5,13.8,0,54102.0,649221.0,84.3,45632.0,8469.0,8400.0,13850.0,8,12526.0,0.0,12526.0,42998.0,salaire,45632.0,0.0,138539.0,12.6,8180187.0,En cours,,
Accéléré (objectif 15K),40,mars 2031,Y4,375.5,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,101.0,37769.0,17424.0,55193.0,1921.0,19199.0,23.3,11.4,14.7,0,57114.0,685369.0,84.4,48195.0,8919.0,8427.0,13850.0,8,13885.0,0.0,13885.0,46088.0,salaire,48195.0,0.0,138539.0,12.6,8635649.0,En cours,,
Accéléré (objectif 15K),41,avr. 2031,Y4,390.9,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2631.0,0.0,0.0,101.0,39590.0,18365.0,57955.0,2222.0,22219.0,26.9,11.4,15.6,0,60177.0,722121.0,84.4,50803.0,9374.0,8453.0,13850.0,8,15000,0.0,15000.0,49354.0,salaire,50303.0,499.0,139039.0,12.6,9098723.0,En cours,OUI,
Accéléré (objectif 15K),42,mai 2031,Y4,406.4,2354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.0,0.0,0.0,102.0,41442.0,19304.0,60746.0,2544.0,25463.0,30.9,11.4,16.5,0,63290.0,759485.0,84.5,53455.0,9835.0,8480.0,13850.0,8,15000,0.0,15000.0,52465.0,salaire,50330.0,3125.0,142164.0,12.6,9569516.0,En cours,OUI,
Accéléré (objectif 15K),43,juin 2031,Y4,422.0,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2891.0,0.0,0.0,103.0,43323.0,20243.0,63566.0,2890.0,28938.0,35.1,11.4,17.4,0,66456.0,797471.0,84.5,56154.0,10302.0,8507.0,13850.0,8,15000,0.0,15000.0,55431.0,salaire,50357.0,5798.0,147962.0,12.6,10048139.0,En cours,OUI,
Accéléré (objectif 15K),44,juil. 2031,Y4,437.7,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.0,0.0,0.0,103.0,45234.0,21182.0,66416.0,3258.0,32652.0,39.6,11.4,18.3,0,69674.0,836087.0,84.5,58900.0,10774.0,8533.0,13850.0,8,15000,0.0,15000.0,58262.0,salaire,50383.0,8516.0,156478.0,12.6,10534700.0,En cours,OUI,
Accéléré (objectif 15K),45,août 2031,Y4,453.5,2697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.0,0.0,0.0,104.0,47175.0,22119.0,69294.0,3651.0,36610.0,44.4,11.4,19.2,0,72945.0,875342.0,84.6,61693.0,11253.0,8560.0,13850.0,8,15000,0.0,15000.0,60967.0,salaire,50410.0,11283.0,167761.0,12.6,11029310.0,En cours,OUI,
Accéléré (objectif 15K),46,sept. 2031,Y4,469.3,2812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3281.0,0.0,0.0,105.0,49146.0,23056.0,72202.0,4068.0,40818.0,49.5,11.4,20.2,0,76270.0,915244.0,84.6,64533.0,11737.0,8587.0,13850.0,8,15000,0.0,15000.0,63555.0,salaire,50437.0,14097.0,181858.0,12.6,11532079.0,En cours,OUI,
Accéléré (objectif 15K),47,oct. 2031,Y4,485.3,2926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.0,0.0,0.0,105.0,51148.0,23991.0,75139.0,4511.0,45284.0,54.9,11.4,21.1,0,79650.0,955803.0,84.6,67423.0,12227.0,8613.0,13850.0,8,15000,0.0,15000.0,66032.0,salaire,50463.0,16960.0,198817.0,12.6,12043116.0,En cours,OUI,
Accéléré (objectif 15K),48,nov. 2031,Y4,501.3,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3541.0,0.0,0.0,106.0,53180.0,24927.0,78106.0,4979.0,50014.0,60.6,11.4,22.0,0,83086.0,997026.0,84.7,70362.0,12724.0,8640.0,13850.0,8,15000,0.0,15000.0,68407.0,salaire,50490.0,19872.0,218689.0,13.4,13360154.0,En cours,OUI,
Accéléré (objectif 15K),49,déc. 2031,Y5,517.1,3152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0,0.0,0.0,107.0,55219.0,25843.0,81061.0,5471.0,54992.0,66.7,11.4,22.0,0,86533.0,1038394.0,84.7,73313.0,13219.0,8640.0,13850.0,8,15000,0.0,15000.0,70684.0,salaire,50490.0,22823.0,241513.0,12.6,13083769.0,En cours,OUI,
Accéléré (objectif 15K),50,jan. 2032,Y5,532.9,3261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,0.0,0.0,107.0,57265.0,26740.0,84004.0,5988.0,60219.0,73.0,11.4,22.0,0,89993.0,1079912.0,84.8,76278.0,13715.0,8640.0,13850.0,8,15000,0.0,15000.0,72870.0,salaire,50490.0,25788.0,267301.0,12.6,13606893.0,En cours,OUI,
Accéléré (objectif 15K),51,fév. 2032,Y5,548.5,3368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.0,0.0,0.0,108.0,59317.0,27619.0,86936.0,6530.0,65699.0,79.6,11.4,22.0,0,93465.0,1121585.0,84.8,79256.0,14209.0,8640.0,13850.0,8,15000,0.0,15000.0,74971.0,salaire,50490.0,28766.0,296067.0,12.6,14131971.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),52,mars 2032,Y5,563.9,3473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4037.0,0.0,0.0,109.0,61376.0,28480.0,89856.0,7096.0,71433.0,86.6,11.4,22.0,0,96952.0,1163418.0,84.8,82248.0,14703.0,8640.0,13850.0,8,15000,0.0,15000.0,76991.0,salaire,50490.0,31758.0,327826.0,12.6,14659071.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),53,avr. 2032,Y5,579.2,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4155.0,0.0,0.0,110.0,63442.0,29323.0,92765.0,7687.0,77425.0,93.8,11.4,22.0,0,100451.0,1205417.0,84.9,85255.0,15197.0,8640.0,13850.0,8,15000,0.0,15000.0,78934.0,salaire,50490.0,34765.0,362590.0,12.6,15188255.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),54,mai 2032,Y5,594.4,3677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271.0,0.0,0.0,110.0,65514.0,30149.0,95663.0,8303.0,83676.0,101.4,11.4,22.0,0,103966.0,1247586.0,84.9,88276.0,15690.0,8640.0,13850.0,8,15000,0.0,15000.0,80806.0,salaire,50490.0,37786.0,400376.0,12.6,15719587.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),55,juin 2032,Y5,609.5,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4385.0,0.0,0.0,111.0,67592.0,30958.0,98550.0,8587.0,86580.0,104.9,11.4,22.0,0,107136.0,1285637.0,84.9,90975.0,16161.0,8640.0,13850.0,8,15000,0.0,15000.0,82610.0,salaire,50490.0,40485.0,440861.0,12.6,16199031.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),56,juil. 2032,Y5,624.4,3872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496.0,0.0,0.0,112.0,69676.0,31750.0,101426.0,8872.0,89505.0,108.5,11.4,22.0,0,110299.0,1323583.0,84.9,93668.0,16631.0,8640.0,13850.0,8,15000,0.0,15000.0,84349.0,salaire,50490.0,43178.0,484039.0,12.6,16677144.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),57,août 2032,Y5,639.2,3967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.0,0.0,0.0,112.0,71766.0,32526.0,104293.0,9159.0,92449.0,112.1,11.3,22.0,0,113452.0,1361425.0,84.9,96353.0,17099.0,8640.0,13850.0,8,15000,0.0,15000.0,86027.0,salaire,50490.0,45863.0,529902.0,12.6,17153952.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),58,sept. 2032,Y5,653.9,4059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4713.0,0.0,0.0,113.0,73862.0,33286.0,107149.0,9448.0,95413.0,115.7,11.3,22.0,0,116597.0,1399165.0,84.9,99032.0,17565.0,8640.0,13850.0,8,15000,0.0,15000.0,87647.0,salaire,50490.0,48542.0,578444.0,12.6,17629479.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),59,oct. 2032,Y5,668.4,4150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4819.0,0.0,0.0,114.0,75963.0,34031.0,109995.0,9739.0,98395.0,119.3,11.3,22.0,0,119734.0,1436805.0,84.9,101704.0,18029.0,8640.0,13850.0,8,15000,0.0,15000.0,89212.0,salaire,50490.0,51214.0,629659.0,12.6,18103749.0,DÉPASSÉ,OUI,
Accéléré (objectif 15K),60,nov. 2032,Y5,682.8,4239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.0,0.0,0.0,114.0,78070.0,34761.0,112831.0,10031.0,101396.0,122.9,11.3,22.0,0.0,122862.0,1474348.0,84.9,104370.0,18492.0,8640.0,13850.0,8,15000,0.0,15000.0,90725.0,salaire,50490.0,53880.0,683539.0,12.9,19019089.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),1,déc. 2027,Y1,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,74.0,445.0,205.0,650.0,0.0,0.0,0.0,0.0,0.0,0,650.0,7801.0,83.8,545.0,105.0,2000.0,0.0,1,0,0.0,0.0,0.0,salaire,2000.0,-1455.0,148545.0,6.4,49924.0,En cours,,
Leader Europe (objectif 100M€),2,jan. 2028,Y1,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,74.0,887.0,407.0,1294.0,0.0,0.0,0.0,0.0,0.0,0,1294.0,15529.0,83.8,1084.0,210.0,2000.0,0.0,1,0,0.0,0.0,0.0,salaire,2000.0,-916.0,147629.0,6.4,99383.0,En cours,,
Leader Europe (objectif 100M€),3,fév. 2028,Y1,17.9,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,74.0,1327.0,605.0,1932.0,0.0,0.0,0.0,0.0,0.0,0,1932.0,23185.0,83.8,1619.0,313.0,2000.0,250.0,2,0,0.0,0.0,0.0,salaire,2250.0,-631.0,146997.0,7.0,162295.0,En cours,,
